,sexo_F,sexo_M,posse_de_veiculo_N,posse_de_veiculo_Y,posse_de_imovel_N,posse_de_imovel_Y,possui_fone_comercial_0,possui_fone_comercial_1,possui_fone_0,possui_fone_1,possui_email_0,possui_email_1,mau_False,mau_True,possui_celular_1
4490,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
4498,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
4503,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
4506,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
4514,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
4517,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
4521,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
4522,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
4524,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
4526,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
4532,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
4537,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4539,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
4540,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
4542,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
4549,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4550,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4552,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4554,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4555,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4556,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4557,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
4565,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4567,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4569,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4570,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4577,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4578,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
4582,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4589,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
4590,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4592,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4594,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4597,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
4600,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
4603,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
4606,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
4609,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
4610,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
4611,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4612,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4616,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
4626,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
4629,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
4631,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4638,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
4644,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
4647,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4653,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
4658,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
4659,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4666,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4674,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
4675,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
4679,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4684,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4686,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4689,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
4694,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4696,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4701,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
4702,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4703,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
4705,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4706,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4711,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
4714,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
4718,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4719,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4720,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4725,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4727,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4746,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4750,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
4751,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
4758,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
4759,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4761,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4764,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4765,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
4770,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
4772,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4774,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4776,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
4780,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4782,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4784,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4786,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4788,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
4789,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4790,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4791,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4795,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
4796,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
4799,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4800,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
4801,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
4802,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
4803,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
4812,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
4813,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4815,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4816,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
4818,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4821,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4822,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4823,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
4827,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4829,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4831,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4832,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
4833,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
4834,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
4837,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4842,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4843,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4847,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4850,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4851,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4862,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4864,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
4866,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4868,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4877,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4879,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4882,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4889,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
4890,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
4894,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4896,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
4898,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4900,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4904,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
4905,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
4908,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4909,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4911,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4913,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
4917,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4921,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4922,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4923,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4925,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
4927,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
4928,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4932,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4936,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4939,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
4940,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4946,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4948,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4953,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4959,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
4964,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4965,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4967,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4969,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
4971,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4972,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
4978,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4985,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
4986,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
4991,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
4992,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
4994,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
4995,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
4996,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4999,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5001,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5002,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5007,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5012,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5016,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5021,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5025,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5028,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5030,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5032,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
5035,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5039,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5046,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5048,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5051,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5053,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
5056,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5064,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5066,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5068,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5071,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
5074,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
5077,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5078,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5079,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5081,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5085,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5086,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5089,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
5090,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5091,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5095,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
5097,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
5099,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5100,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5108,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
5109,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5113,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
5114,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5117,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5118,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5119,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5121,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5122,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
5127,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1
5128,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
5130,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5132,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5133,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5135,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5136,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
5138,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
5141,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5142,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5145,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5148,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5152,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5156,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5161,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5162,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
5163,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5165,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5166,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
5167,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5171,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5172,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5174,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5175,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5177,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5183,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
5185,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5190,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5195,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5197,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5203,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5206,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5207,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
5210,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5211,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1
5213,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5214,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5215,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5219,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
5229,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5232,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
5233,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5234,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5237,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5238,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5241,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5243,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5246,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5249,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
5250,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5254,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
5255,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5256,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5261,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
5265,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5271,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1
5274,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5279,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5289,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5292,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5293,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5294,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5298,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5301,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5304,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
5306,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5308,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
5310,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
5316,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5317,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5323,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5324,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5329,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5341,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5347,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
5349,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5351,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5354,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5356,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
5359,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5361,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5365,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5367,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5368,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
5369,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5372,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5375,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1
5376,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
5379,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
5380,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
5390,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5392,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5398,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5404,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
5407,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5412,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
5416,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5421,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
5422,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5430,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5439,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
5443,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5446,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
5448,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1
5449,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5453,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
5454,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
5456,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
5461,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5465,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5468,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5472,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5473,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
5474,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5476,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
5478,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
5481,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
5484,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
5488,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5490,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5497,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5499,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5503,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
5504,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5507,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5508,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5510,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
5515,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
5522,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5525,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5527,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
5533,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
5536,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5546,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
5547,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5548,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
5552,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5553,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
5573,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
5575,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5578,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5579,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
5581,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
5582,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5583,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
5584,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
5585,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5586,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5588,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5589,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
5590,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5591,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5593,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5595,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5601,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5602,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5603,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5604,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
5605,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5606,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5607,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5611,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5612,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5615,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5616,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
5617,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1
5620,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5622,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
5623,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
5624,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5626,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5628,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5629,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5631,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5637,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
5642,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5645,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
5647,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5648,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5650,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5654,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
5655,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
5657,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5662,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5670,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5673,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5677,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5679,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5683,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5685,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
5689,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5690,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5694,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5695,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
5696,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5698,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
5701,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5702,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5708,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
5711,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5715,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5716,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5717,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
5718,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1
5719,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
5721,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5722,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
5727,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
